"CN","type","plat","TP"
"C_2052","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2053","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2054","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2055","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2056","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2057","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2058","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2059","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2060","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2061","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2062","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2063","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2064","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2065","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2066","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2067","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2068","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2069","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2070","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2071","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2072","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2073","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2074","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2075","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2076","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2077","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2078","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2079","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2080","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2081","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2082","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2083","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2084","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2085","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2086","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2087","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2088","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2089","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2090","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2091","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2092","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2093","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2094","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2095","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2096","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2097","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2098","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2099","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2100","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2101","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2102","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2103","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2104","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2105","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2106","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2107","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2108","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2109","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2110","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2111","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2112","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2113","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2114","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2115","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2116","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2117","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2118","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2119","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2120","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2121","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2122","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2123","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2124","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2125","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2126","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2127","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2128","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2129","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2130","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2131","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2132","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2133","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2134","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2135","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2136","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2137","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2138","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2139","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2140","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2141","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2142","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2143","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2144","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2145","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2146","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2147","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2148","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2149","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2150","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2151","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2152","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2153","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2154","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2155","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2156","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2157","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2158","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2159","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2160","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2161","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2162","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2163","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2164","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2165","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2166","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2167","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2168","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2169","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2170","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2171","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2172","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2173","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2174","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2175","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2176","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2177","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2178","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2179","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2180","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2181","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2182","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2183","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2184","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2185","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2186","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2187","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2188","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2189","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2190","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2191","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2192","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2193","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2194","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2195","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2196","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2197","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2198","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2199","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2200","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2201","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2202","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2203","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2204","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2205","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2206","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2207","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2208","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2209","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2210","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2211","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2212","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2213","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2214","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2215","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2216","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2217","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2218","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2219","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2220","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2221","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2222","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2223","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2224","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2225","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2226","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2227","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2228","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2229","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2230","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2231","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2232","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2233","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2234","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2235","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2236","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2237","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2238","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2239","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2240","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2241","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2242","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2243","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2244","Ovarian Serous Cystadenocarcinoma","Illumina_NGS","Ovarian Serous Cystadenocarcinoma_Illumina_NGS"
"C_2245","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2246","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2247","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2248","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2249","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2250","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2251","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2252","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2253","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2254","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2255","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2256","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2257","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2258","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2259","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2260","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2261","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2262","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2263","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2264","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2265","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
